((1, 0, 4, 2, 0, 1), [2, 1], 33.072050000000004)
((1, 0, 4, 2, 0, 1), [2, 2], 59.77224000000001)
((0, 3, 0, 1, 5, 1), (0, 0), 0)
((5, 0, 1, 0, 0, 0), (0, 0), 0)
((2, 1, 2, 1, 1, 0), [0, 0], 24.144162000000016)
((2, 1, 2, 1, 1, 0), [0, 1], 80.0192736)
((2, 1, 2, 1, 1, 0), [0, 2], 141.36754408000007)
((2, 1, 2, 1, 1, 0), [1, 0], 38.01894299999999)
((2, 1, 2, 1, 1, 0), [1, 1], 126.00347039999991)
((2, 1, 2, 1, 1, 0), [1, 2], 222.60638412000023)
((2, 1, 2, 1, 1, 0), [2, 0], 46.347416999999986)
((2, 1, 2, 1, 1, 0), [2, 1], 153.6059376000006)
((2, 1, 2, 1, 1, 0), [2, 2], 271.37079828000105)
((0, 0, 1, 0, 6, 0), [0, 0], 7.5559233200000016)
((0, 0, 1, 0, 6, 0), [0, 1], 21.572508024000008)
((0, 0, 1, 0, 6, 0), [0, 2], 47.998545832)
((0, 0, 1, 0, 6, 0), [1, 0], 7.555923320000002)
((0, 0, 1, 0, 6, 0), [1, 1], 21.572508024000008)
((0, 0, 1, 0, 6, 0), [1, 2], 47.998545831999984)
((0, 0, 1, 0, 6, 0), [2, 0], 7.55592332)
((0, 0, 1, 0, 6, 0), [2, 1], 21.572508024000015)
((0, 0, 1, 0, 6, 0), [2, 2], 47.99854583199998)
((1, 0, 2, 0, 5, 1), [0, 0], 10.404775800000001)
((1, 0, 2, 0, 5, 1), [0, 1], 31.855746399999987)
((1, 0, 2, 0, 5, 1), [0, 2], 60.583565439999994)
((1, 0, 2, 0, 5, 1), [1, 0], 13.005969749999995)
((1, 0, 2, 0, 5, 1), [1, 1], 39.819683000000005)
((1, 0, 2, 0, 5, 1), [1, 2], 75.72945680000004)
((1, 0, 2, 0, 5, 1), [2, 0], 14.306566724999996)
((1, 0, 2, 0, 5, 1), [2, 1], 43.80165129999997)
((1, 0, 2, 0, 5, 1), [2, 2], 83.3024024800001)
((2, 0, 4, 0, 0, 1), [0, 0], 10.4)
((2, 0, 4, 0, 0, 1), [0, 1], 4.056000000000001)
((2, 0, 4, 0, 0, 1), [0, 2], 2.344000000000001)
((2, 0, 4, 0, 0, 1), [1, 0], 14.716000000000001)
((2, 0, 4, 0, 0, 1), [1, 1], 5.73924)
((2, 0, 4, 0, 0, 1), [1, 2], 3.316760000000002)
((2, 0, 4, 0, 0, 1), [2, 0], 17.316000000000006)
((2, 0, 4, 0, 0, 1), [2, 1], 6.753240000000002)
((2, 0, 4, 0, 0, 1), [2, 2], 3.902760000000002)
((0, 0, 0, 0, 6, 1), [0, 0], 7.5559233200000016)
((0, 0, 0, 0, 6, 1), [0, 1], 21.572508024000008)
((0, 0, 0, 0, 6, 1), [0, 2], 47.998545832)
((0, 0, 0, 0, 6, 1), [1, 0], 7.555923320000002)
((0, 0, 0, 0, 6, 1), [1, 1], 21.572508024000015)
((0, 0, 0, 0, 6, 1), [1, 2], 47.99854583200003)
((0, 0, 0, 0, 6, 1), [2, 0], 7.555923319999997)
((0, 0, 0, 0, 6, 1), [2, 1], 21.572508023999998)
((0, 0, 0, 0, 6, 1), [2, 2], 47.99854583200002)
((4, 3, 0, 1, 0, 0), (0, 0), 0)
((1, 4, 1, 2, 1, 0), (0, 0), 0)
((0, 2, 0, 7, 0, 0), (0, 0), 0)
((4, 0, 1, 0, 3, 1), (0, 0), 0)
((0, 1, 2, 1, 1, 3), [0, 0], 12.018)
((0, 1, 2, 1, 1, 3), [0, 1], 39.8304)
((0, 1, 2, 1, 1, 3), [0, 2], 70.36711999999999)
((0, 1, 2, 1, 1, 3), [1, 0], 14.421600000000005)
((0, 1, 2, 1, 1, 3), [1, 1], 47.79647999999999)
((0, 1, 2, 1, 1, 3), [1, 2], 84.44054399999999)
((0, 1, 2, 1, 1, 3), [2, 0], 15.623400000000006)
((0, 1, 2, 1, 1, 3), [2, 1], 51.77952)
((0, 1, 2, 1, 1, 3), [2, 2], 91.47725600000004)
((0, 0, 0, 0, 0, 2), [0, 0], 10.4)
((0, 0, 0, 0, 0, 2), [0, 1], 4.055999999999999)
((0, 0, 0, 0, 0, 2), [0, 2], 2.344000000000001)
((0, 0, 0, 0, 0, 2), [1, 0], 10.4)
((0, 0, 0, 0, 0, 2), [1, 1], 4.055999999999999)
((0, 0, 0, 0, 0, 2), [1, 2], 2.344000000000001)
((0, 0, 0, 0, 0, 2), [2, 0], 10.4)
((0, 0, 0, 0, 0, 2), [2, 1], 4.056)
((0, 0, 0, 0, 0, 2), [2, 2], 2.344000000000001)
((1, 0, 2, 0, 3, 2), [0, 0], 6.159019999999999)
((1, 0, 2, 0, 3, 2), [0, 1], 8.187128000000001)
((1, 0, 2, 0, 3, 2), [0, 2], 22.45571599999999)
((1, 0, 2, 0, 3, 2), [1, 0], 7.6987749999999995)
((1, 0, 2, 0, 3, 2), [1, 1], 10.23391)
((1, 0, 2, 0, 3, 2), [1, 2], 28.069644999999987)
((1, 0, 2, 0, 3, 2), [2, 0], 8.468652500000001)
((1, 0, 2, 0, 3, 2), [2, 1], 11.257301000000002)
((1, 0, 2, 0, 3, 2), [2, 2], 30.876609499999997)
((0, 1, 2, 0, 2, 1), [0, 0], 6.862000000000002)
((0, 1, 2, 0, 2, 1), [0, 1], 23.647000000000002)
((0, 1, 2, 0, 2, 1), [0, 2], 42.52040000000001)
((0, 1, 2, 0, 2, 1), [1, 0], 8.234400000000003)
((0, 1, 2, 0, 2, 1), [1, 1], 28.37640000000001)
((0, 1, 2, 0, 2, 1), [1, 2], 51.02448000000003)
((0, 1, 2, 0, 2, 1), [2, 0], 8.9206)
((0, 1, 2, 0, 2, 1), [2, 1], 30.741100000000014)
((0, 1, 2, 0, 2, 1), [2, 2], 55.276519999999984)
((0, 0, 7, 2, 0, 0), [0, 0], 5.944000000000002)
((0, 0, 7, 2, 0, 0), [0, 1], 24.052400000000006)
((0, 0, 7, 2, 0, 0), [0, 2], 43.47072)
((0, 0, 7, 2, 0, 0), [1, 0], 5.944000000000002)
((0, 0, 7, 2, 0, 0), [1, 1], 24.052400000000006)
((0, 0, 7, 2, 0, 0), [1, 2], 43.47072)
((0, 0, 7, 2, 0, 0), [2, 0], 5.944000000000003)
((0, 0, 7, 2, 0, 0), [2, 1], 24.0524)
((0, 0, 7, 2, 0, 0), [2, 2], 43.47072)
((3, 1, 1, 2, 0, 0), (0, 0), 0)
((0, 0, 0, 1, 7, 0), (0, 0), 0)
((1, 0, 2, 3, 2, 0), [0, 0], 35.5948178)
((1, 0, 2, 3, 2, 0), [0, 1], 108.72098039999996)
((1, 0, 2, 3, 2, 0), [0, 2], 199.93831859999963)
((1, 0, 2, 3, 2, 0), [1, 0], 44.493522250000076)
((1, 0, 2, 3, 2, 0), [1, 1], 135.90122550000024)
((1, 0, 2, 3, 2, 0), [1, 2], 249.9228982500003)
((1, 0, 2, 3, 2, 0), [2, 0], 48.942874475000075)
((1, 0, 2, 3, 2, 0), [2, 1], 149.4913480500003)
((1, 0, 2, 3, 2, 0), [2, 2], 274.9151880750012)
((0, 3, 1, 0, 2, 0), [0, 0], 6.862000000000004)
((0, 3, 1, 0, 2, 0), [0, 1], 23.64700000000001)
((0, 3, 1, 0, 2, 0), [0, 2], 42.52040000000002)
((0, 3, 1, 0, 2, 0), [1, 0], 10.045968000000002)
((0, 3, 1, 0, 2, 0), [1, 1], 34.61920799999999)
((0, 3, 1, 0, 2, 0), [1, 2], 62.24986560000001)
((0, 3, 1, 0, 2, 0), [2, 0], 12.056533999999997)
((0, 3, 1, 0, 2, 0), [2, 1], 41.54777899999998)
((0, 3, 1, 0, 2, 0), [2, 2], 74.70834279999998)
((1, 0, 0, 5, 1, 2), (0, 0), 0)
((0, 2, 1, 4, 1, 1), (0, 0), 0)
((2, 1, 3, 0, 2, 1), [0, 0], 13.785758)
((2, 1, 3, 0, 2, 1), [0, 1], 47.506823000000004)
((2, 1, 3, 0, 2, 1), [0, 2], 85.42348360000011)
((2, 1, 3, 0, 2, 1), [1, 0], 21.707937000000015)
((2, 1, 3, 0, 2, 1), [1, 1], 74.80728450000001)
((2, 1, 3, 0, 2, 1), [1, 2], 134.51328540000029)
((2, 1, 3, 0, 2, 1), [2, 0], 26.463302999999996)
((2, 1, 3, 0, 2, 1), [2, 1], 91.19465550000002)
((2, 1, 3, 0, 2, 1), [2, 2], 163.97992260000015)
((1, 0, 0, 4, 2, 0), (0, 0), 0)
((1, 2, 0, 1, 0, 6), [0, 0], 17.09994)
((1, 2, 0, 1, 0, 6), [0, 1], 7.500057600000002)
((1, 2, 0, 1, 0, 6), [0, 2], 16.467760400000007)
((1, 2, 0, 1, 0, 6), [1, 0], 26.59371)
((1, 2, 0, 1, 0, 6), [1, 1], 11.664038400000003)
((1, 2, 0, 1, 0, 6), [1, 2], 25.610548599999984)
((1, 2, 0, 1, 0, 6), [2, 0], 32.11494000000002)
((1, 2, 0, 1, 0, 6), [2, 1], 14.085657600000003)
((1, 2, 0, 1, 0, 6), [2, 2], 30.927660399999997)
((2, 3, 0, 0, 0, 3), (0, 0), 0)
((3, 0, 0, 0, 1, 2), [0, 0], 7.800000000000002)
((3, 0, 0, 0, 1, 2), [0, 1], 3.856000000000001)
((3, 0, 0, 0, 1, 2), [0, 2], 10.165000000000008)
((3, 0, 0, 0, 1, 2), [1, 0], 11.914500000000004)
((3, 0, 0, 0, 1, 2), [1, 1], 5.890040000000003)
((3, 0, 0, 0, 1, 2), [1, 2], 15.527037499999997)
((3, 0, 0, 0, 1, 2), [2, 0], 14.712749999999993)
((3, 0, 0, 0, 1, 2), [2, 1], 7.273380000000002)
((3, 0, 0, 0, 1, 2), [2, 2], 19.17373125)
((1, 2, 0, 2, 5, 0), (0, 0), 0)
((4, 1, 2, 0, 1, 1), (0, 0), 0)
((0, 0, 1, 5, 1, 1), [0, 0], 16.176433140000007)
((0, 0, 1, 5, 1, 1), [0, 1], 54.18396922400003)
((0, 0, 1, 5, 1, 1), [0, 2], 121.77939907600006)
((0, 0, 1, 5, 1, 1), [1, 0], 16.17643314)
((0, 0, 1, 5, 1, 1), [1, 1], 54.183969224)
((0, 0, 1, 5, 1, 1), [1, 2], 121.7793990759998)
((0, 0, 1, 5, 1, 1), [2, 0], 16.176433140000007)
((0, 0, 1, 5, 1, 1), [2, 1], 54.18396922400004)
((0, 0, 1, 5, 1, 1), [2, 2], 121.77939907600022)
((1, 1, 0, 0, 4, 4), (0, 0), 0)
((4, 0, 0, 2, 3, 0), (0, 0), 0)
((0, 0, 2, 5, 0, 1), [0, 0], 9.552795800000002)
((0, 0, 2, 5, 0, 1), [0, 1], 31.804658399999994)
((0, 0, 2, 5, 0, 1), [0, 2], 62.33252495999995)
((0, 0, 2, 5, 0, 1), [1, 0], 9.552795800000002)
((0, 0, 2, 5, 0, 1), [1, 1], 31.8046584)
((0, 0, 2, 5, 0, 1), [1, 2], 62.33252495999999)
((0, 0, 2, 5, 0, 1), [2, 0], 9.552795800000002)
((0, 0, 2, 5, 0, 1), [2, 1], 31.804658400000005)
((0, 0, 2, 5, 0, 1), [2, 2], 62.332524959999986)
((4, 0, 0, 3, 0, 2), (0, 0), 0)
((1, 0, 3, 3, 0, 1), [0, 0], 6.1121)
((1, 0, 3, 3, 0, 1), [0, 1], 7.896868000000001)
((1, 0, 3, 3, 0, 1), [0, 2], 22.795967999999995)
((1, 0, 3, 3, 0, 1), [1, 0], 7.640125000000001)
((1, 0, 3, 3, 0, 1), [1, 1], 9.871085000000006)
((1, 0, 3, 3, 0, 1), [1, 2], 28.49496000000002)
((1, 0, 3, 3, 0, 1), [2, 0], 8.4041375)
((1, 0, 3, 3, 0, 1), [2, 1], 10.85819350000001)
((1, 0, 3, 3, 0, 1), [2, 2], 31.344456000000015)
((0, 4, 0, 0, 0, 0), [0, 0], 10.4)
((0, 4, 0, 0, 0, 0), [0, 1], 4.16)
((0, 4, 0, 0, 0, 0), [0, 2], 2.100000000000001)
((0, 4, 0, 0, 0, 0), [1, 0], 16.13976)
((0, 4, 0, 0, 0, 0), [1, 1], 6.455904)
((0, 4, 0, 0, 0, 0), [1, 2], 3.258990000000002)
((0, 4, 0, 0, 0, 0), [2, 0], 20.051199999999998)
((0, 4, 0, 0, 0, 0), [2, 1], 8.020480000000001)
((0, 4, 0, 0, 0, 0), [2, 2], 4.048800000000002)
((1, 1, 3, 1, 1, 0), [0, 0], 17.666459999999997)
((1, 1, 3, 1, 1, 0), [0, 1], 58.55068800000002)
((1, 1, 3, 1, 1, 0), [0, 2], 103.43966639999988)
((1, 1, 3, 1, 1, 0), [1, 0], 23.795639999999995)
((1, 1, 3, 1, 1, 0), [1, 1], 78.86419199999997)
((1, 1, 3, 1, 1, 0), [1, 2], 139.32689760000002)
((1, 1, 3, 1, 1, 0), [2, 0], 26.862633599999995)
((1, 1, 3, 1, 1, 0), [2, 1], 89.02891007999983)
((1, 1, 3, 1, 1, 0), [2, 2], 157.28458662400004)
((0, 3, 2, 2, 0, 1), [0, 0], 5.944000000000001)
((0, 3, 2, 2, 0, 1), [0, 1], 24.052400000000002)
((0, 3, 2, 2, 0, 1), [0, 2], 43.47072)
((0, 3, 2, 2, 0, 1), [1, 0], 8.070763199999998)
((0, 3, 2, 2, 0, 1), [1, 1], 32.658348719999985)
((0, 3, 2, 2, 0, 1), [1, 2], 59.02454361599997)
((0, 3, 2, 2, 0, 1), [2, 0], 9.31234592)
((0, 3, 2, 2, 0, 1), [2, 1], 37.682414032000054)
((0, 3, 2, 2, 0, 1), [2, 2], 68.10470760960003)
((2, 1, 1, 4, 1, 0), (0, 0), 0)
((2, 0, 1, 1, 1, 5), [0, 0], 12.018)
((2, 0, 1, 1, 1, 5), [0, 1], 39.83040000000002)
((2, 0, 1, 1, 1, 5), [0, 2], 70.36711999999997)
((2, 0, 1, 1, 1, 5), [1, 0], 15.527256000000003)
((2, 0, 1, 1, 1, 5), [1, 1], 51.46087680000001)
((2, 0, 1, 1, 1, 5), [1, 2], 90.91431904000011)
((2, 0, 1, 1, 1, 5), [2, 0], 17.30592)
((2, 0, 1, 1, 1, 5), [2, 1], 57.355775999999985)
((2, 0, 1, 1, 1, 5), [2, 2], 101.32865280000016)
((3, 3, 1, 1, 0, 0), (0, 0), 0)
((0, 2, 0, 2, 1, 0), [0, 0], 8.809679999999993)
((0, 2, 0, 2, 1, 0), [0, 1], 16.279048)
((0, 2, 0, 2, 1, 0), [0, 2], 48.02110799999999)
((0, 2, 0, 2, 1, 0), [1, 0], 11.08257743999999)
((0, 2, 0, 2, 1, 0), [1, 1], 20.479042384000014)
((0, 2, 0, 2, 1, 0), [1, 2], 60.41055386400011)
((0, 2, 0, 2, 1, 0), [2, 0], 12.333552000000005)
((0, 2, 0, 2, 1, 0), [2, 1], 22.79066720000001)
((0, 2, 0, 2, 1, 0), [2, 2], 67.22955120000012)
((2, 0, 1, 0, 2, 3), [0, 0], 6.861999999999997)
((2, 0, 1, 0, 2, 3), [0, 1], 23.64699999999999)
((2, 0, 1, 0, 2, 3), [0, 2], 42.520400000000016)
((2, 0, 1, 0, 2, 3), [1, 0], 8.865704)
((2, 0, 1, 0, 2, 3), [1, 1], 30.551923999999996)
((2, 0, 1, 0, 2, 3), [1, 2], 54.93635679999997)
((2, 0, 1, 0, 2, 3), [2, 0], 9.881279999999995)
((2, 0, 1, 0, 2, 3), [2, 1], 34.051680000000005)
((2, 0, 1, 0, 2, 3), [2, 2], 61.22937600000001)
((0, 1, 6, 1, 0, 1), [0, 0], 8.58)
((0, 1, 6, 1, 0, 1), [0, 1], 3.7632000000000003)
((0, 1, 6, 1, 0, 1), [0, 2], 8.2628)
((0, 1, 6, 1, 0, 1), [1, 0], 10.296000000000003)
((0, 1, 6, 1, 0, 1), [1, 1], 4.515840000000001)
((0, 1, 6, 1, 0, 1), [1, 2], 9.915359999999998)
((0, 1, 6, 1, 0, 1), [2, 0], 11.154)
((0, 1, 6, 1, 0, 1), [2, 1], 4.8921600000000005)
((0, 1, 6, 1, 0, 1), [2, 2], 10.74164)
((1, 3, 2, 0, 0, 2), [0, 0], 23.107760000000003)
((1, 3, 2, 0, 0, 2), [0, 1], 9.012026399999998)
((1, 3, 2, 0, 0, 2), [0, 2], 5.208133600000002)
((1, 3, 2, 0, 0, 2), [1, 0], 37.83520000000001)
((1, 3, 2, 0, 0, 2), [1, 1], 14.755728000000005)
((1, 3, 2, 0, 0, 2), [1, 2], 8.527472000000001)
((1, 3, 2, 0, 0, 2), [2, 0], 47.23887999999999)
((1, 3, 2, 0, 0, 2), [2, 1], 18.423163199999987)
((1, 3, 2, 0, 0, 2), [2, 2], 10.646916800000007)
((3, 0, 1, 1, 0, 1), [0, 0], 8.579999999999998)
((3, 0, 1, 1, 0, 1), [0, 1], 3.7631999999999994)
((3, 0, 1, 1, 0, 1), [0, 2], 8.2628)
((3, 0, 1, 1, 0, 1), [1, 0], 12.022295999999997)
((3, 0, 1, 1, 0, 1), [1, 1], 5.272995840000004)
((3, 0, 1, 1, 0, 1), [1, 2], 11.57783536)
((3, 0, 1, 1, 0, 1), [2, 0], 13.944902400000004)
((3, 0, 1, 1, 0, 1), [2, 1], 6.116253696000002)
((3, 0, 1, 1, 0, 1), [2, 2], 13.429363584000015)
((0, 0, 3, 2, 1, 0), [0, 0], 8.809679999999998)
((0, 0, 3, 2, 1, 0), [0, 1], 16.279048)
((0, 0, 3, 2, 1, 0), [0, 2], 48.02110800000001)
((0, 0, 3, 2, 1, 0), [1, 0], 8.80968)
((0, 0, 3, 2, 1, 0), [1, 1], 16.279048000000007)
((0, 0, 3, 2, 1, 0), [1, 2], 48.02110800000003)
((0, 0, 3, 2, 1, 0), [2, 0], 8.809679999999997)
((0, 0, 3, 2, 1, 0), [2, 1], 16.279048000000003)
((0, 0, 3, 2, 1, 0), [2, 2], 48.02110800000006)
((0, 0, 3, 1, 0, 2), [0, 0], 7.436)
((0, 0, 3, 1, 0, 2), [0, 1], 3.4500000000000006)
((0, 0, 3, 1, 0, 2), [0, 2], 11.562500000000002)
((0, 0, 3, 1, 0, 2), [1, 0], 7.436)
((0, 0, 3, 1, 0, 2), [1, 1], 3.450000000000001)
((0, 0, 3, 1, 0, 2), [1, 2], 11.562500000000002)
((0, 0, 3, 1, 0, 2), [2, 0], 7.436)
((0, 0, 3, 1, 0, 2), [2, 1], 3.45)
((0, 0, 3, 1, 0, 2), [2, 2], 11.562499999999998)
((2, 1, 0, 3, 0, 1), (0, 0), 0)
((0, 3, 1, 4, 0, 2), (0, 0), 0)
((1, 1, 2, 0, 2, 1), [0, 0], 11.185060000000007)
((1, 1, 2, 0, 2, 1), [0, 1], 38.54461)
((1, 1, 2, 0, 2, 1), [0, 2], 69.30825199999998)
((1, 1, 2, 0, 2, 1), [1, 0], 15.988460000000002)
((1, 1, 2, 0, 2, 1), [1, 1], 55.09751000000005)
((1, 1, 2, 0, 2, 1), [1, 2], 99.07253199999991)
((1, 1, 2, 0, 2, 1), [2, 0], 18.510244999999994)
((1, 1, 2, 0, 2, 1), [2, 1], 63.7877825)
((1, 1, 2, 0, 2, 1), [2, 2], 114.69877899999999)
((2, 0, 2, 0, 1, 2), [0, 0], 7.8)
((2, 0, 2, 0, 1, 2), [0, 1], 3.8560000000000008)
((2, 0, 2, 0, 1, 2), [0, 2], 10.165000000000004)
((2, 0, 2, 0, 1, 2), [1, 0], 11.037)
((2, 0, 2, 0, 1, 2), [1, 1], 5.456240000000003)
((2, 0, 2, 0, 1, 2), [1, 2], 14.383474999999997)
((2, 0, 2, 0, 1, 2), [2, 0], 12.986999999999998)
((2, 0, 2, 0, 1, 2), [2, 1], 6.420240000000005)
((2, 0, 2, 0, 1, 2), [2, 2], 16.924725000000006)
((1, 0, 0, 0, 4, 2), [0, 0], 7.043078000000001)
((1, 0, 0, 0, 4, 2), [0, 1], 23.070712000000007)
((1, 0, 0, 0, 4, 2), [0, 2], 47.39295120000001)
((1, 0, 0, 0, 4, 2), [1, 0], 8.803847500000003)
((1, 0, 0, 0, 4, 2), [1, 1], 28.83839000000001)
((1, 0, 0, 0, 4, 2), [1, 2], 59.24118899999993)
((1, 0, 0, 0, 4, 2), [2, 0], 9.684232249999999)
((1, 0, 0, 0, 4, 2), [2, 1], 31.72222900000001)
((1, 0, 0, 0, 4, 2), [2, 2], 65.16530790000002)
((1, 3, 1, 0, 0, 3), [0, 0], 23.107760000000003)
((1, 3, 1, 0, 0, 3), [0, 1], 9.243103999999999)
((1, 3, 1, 0, 0, 3), [0, 2], 4.6659900000000025)
((1, 3, 1, 0, 0, 3), [1, 0], 37.83520000000001)
((1, 3, 1, 0, 0, 3), [1, 1], 15.13408)
((1, 3, 1, 0, 0, 3), [1, 2], 7.639800000000001)
((1, 3, 1, 0, 0, 3), [2, 0], 47.23887999999999)
((1, 3, 1, 0, 0, 3), [2, 1], 18.895552000000006)
((1, 3, 1, 0, 0, 3), [2, 2], 9.538619999999998)
((0, 2, 3, 1, 2, 1), [0, 0], 8.83016)
((0, 2, 3, 1, 2, 1), [0, 1], 16.41474799999999)
((0, 2, 3, 1, 2, 1), [0, 2], 47.71442800000004)
((0, 2, 3, 1, 2, 1), [1, 0], 11.10834128)
((0, 2, 3, 1, 2, 1), [1, 1], 20.649752983999996)
((0, 2, 3, 1, 2, 1), [1, 2], 60.02475042400007)
((0, 2, 3, 1, 2, 1), [2, 0], 12.362224)
((0, 2, 3, 1, 2, 1), [2, 1], 22.980647199999986)
((0, 2, 3, 1, 2, 1), [2, 2], 66.80019919999985)
((2, 2, 1, 0, 1, 2), (0, 0), 0)
((4, 2, 0, 0, 0, 2), (0, 0), 0)
((2, 1, 0, 2, 5, 0), (0, 0), 0)
((3, 1, 3, 0, 1, 1), (0, 0), 0)
((0, 0, 2, 3, 0, 3), [0, 0], 6.1121)
((0, 0, 2, 3, 0, 3), [0, 1], 7.896868000000001)
((0, 0, 2, 3, 0, 3), [0, 2], 22.795968000000006)
((0, 0, 2, 3, 0, 3), [1, 0], 6.1121)
((0, 0, 2, 3, 0, 3), [1, 1], 7.896868000000002)
((0, 0, 2, 3, 0, 3), [1, 2], 22.79596800000001)
((0, 0, 2, 3, 0, 3), [2, 0], 6.112100000000001)
((0, 0, 2, 3, 0, 3), [2, 1], 7.8968679999999996)
((0, 0, 2, 3, 0, 3), [2, 2], 22.795968000000013)
((4, 0, 0, 5, 0, 0), (0, 0), 0)
((0, 0, 2, 0, 1, 1), [0, 0], 8.475999999999999)
((0, 0, 2, 0, 1, 1), [0, 1], 3.8472)
((0, 0, 2, 0, 1, 1), [0, 2], 8.2344)
((0, 0, 2, 0, 1, 1), [1, 0], 8.476)
((0, 0, 2, 0, 1, 1), [1, 1], 3.8472000000000004)
((0, 0, 2, 0, 1, 1), [1, 2], 8.234399999999999)
((0, 0, 2, 0, 1, 1), [2, 0], 8.475999999999999)
((0, 0, 2, 0, 1, 1), [2, 1], 3.8472)
((0, 0, 2, 0, 1, 1), [2, 2], 8.234400000000003)
((1, 1, 2, 1, 3, 0), (0, 0), 0)
((0, 2, 3, 0, 3, 0), [0, 0], 6.159019999999999)
((0, 2, 3, 0, 3, 0), [0, 1], 8.187128)
((0, 2, 3, 0, 3, 0), [0, 2], 22.45571600000002)
((0, 2, 3, 0, 3, 0), [1, 0], 7.748047159999997)
((0, 2, 3, 0, 3, 0), [1, 1], 10.299407024000002)
((0, 2, 3, 0, 3, 0), [1, 2], 28.24929072800002)
((0, 2, 3, 0, 3, 0), [2, 0], 8.622627999999995)
((0, 2, 3, 0, 3, 0), [2, 1], 11.461979200000004)
((0, 2, 3, 0, 3, 0), [2, 2], 31.438002399999963)
((5, 0, 0, 0, 3, 0), (0, 0), 0)
((1, 0, 0, 0, 8, 0), (0, 0), 0)
((0, 0, 2, 0, 7, 0), (0, 0), 0)
((1, 0, 1, 0, 4, 1), [0, 0], 7.043078000000002)
((1, 0, 1, 0, 4, 1), [0, 1], 23.070712)
((1, 0, 1, 0, 4, 1), [0, 2], 47.3929512)
((1, 0, 1, 0, 4, 1), [1, 0], 8.169970480000003)
((1, 0, 1, 0, 4, 1), [1, 1], 26.76202592000002)
((1, 0, 1, 0, 4, 1), [1, 2], 54.975823392000066)
((1, 0, 1, 0, 4, 1), [2, 0], 8.677072096000005)
((1, 0, 1, 0, 4, 1), [2, 1], 28.423117184000013)
((1, 0, 1, 0, 4, 1), [2, 2], 58.38811587840009)
((1, 1, 0, 4, 1, 0), (0, 0), 0)
((2, 3, 2, 1, 0, 0), (0, 0), 0)
((1, 3, 0, 0, 0, 4), [0, 0], 23.107760000000003)
((1, 3, 0, 0, 0, 4), [0, 1], 9.012026399999998)
((1, 3, 0, 0, 0, 4), [0, 2], 5.208133600000002)
((1, 3, 0, 0, 0, 4), [1, 0], 37.83520000000001)
((1, 3, 0, 0, 0, 4), [1, 1], 14.755728000000005)
((1, 3, 0, 0, 0, 4), [1, 2], 8.527472000000001)
((1, 3, 0, 0, 0, 4), [2, 0], 47.23887999999999)
((1, 3, 0, 0, 0, 4), [2, 1], 18.423163199999987)
((1, 3, 0, 0, 0, 4), [2, 2], 10.646916800000007)
((3, 0, 1, 4, 1, 1), (0, 0), 0)
((0, 1, 1, 3, 1, 3), [0, 0], 14.792598000000002)
((0, 1, 1, 3, 1, 3), [0, 1], 53.86310600000001)
((0, 1, 1, 3, 1, 3), [0, 2], 107.58762199999997)
